observed_on,scientific_name,common_name,taxon_order_name,taxon_family_name
4/5/2021,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/7/2021,Camponotus vicinus,Bicolored Carpenter Ant,Hymenoptera,Formicidae
4/9/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
4/10/2021,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
4/10/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
4/11/2021,Atlides halesus,Great Purple Hairstreak,Lepidoptera,Lycaenidae
4/12/2021,Aphaenogaster occidentalis,Western Collared Ant,Hymenoptera,Formicidae
4/13/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
4/15/2021,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/17/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
4/17/2021,Euchloe ausonides,Large Marble,Lepidoptera,Pieridae
4/17/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
4/18/2021,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/18/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
4/19/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/19/2021,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae
4/22/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/27/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
4/27/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
5/1/2021,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/2/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/3/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
5/3/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/3/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/3/2021,Pieris marginalis,Margined White,Lepidoptera,Pieridae
5/3/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/5/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/5/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/5/2021,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
5/5/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/6/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/6/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
5/7/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/7/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/7/2021,Pieris marginalis,Margined White,Lepidoptera,Pieridae
5/8/2021,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/8/2021,Lygaeus kalmii kalmii,Western Small Milkweed Bug,Hemiptera,Lygaeidae
5/8/2021,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
5/8/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/8/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/8/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/9/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/9/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/10/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/10/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/10/2021,Papilio indra,Indra Swallowtail,Lepidoptera,Papilionidae
5/11/2021,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
5/11/2021,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
5/12/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
5/12/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
5/12/2021,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
5/13/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
5/13/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/14/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/14/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/15/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/15/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/16/2021,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
5/16/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
5/16/2021,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/17/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/17/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/18/2021,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
5/18/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/18/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/18/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/19/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/19/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/19/2021,Anthocharis sara,Sara Orangetip,Lepidoptera,Pieridae
5/19/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/19/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/20/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/20/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/20/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
5/22/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/22/2021,Orgyia vetusta,Western Tussock Moth,Lepidoptera,Erebidae
5/23/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/23/2021,Andricus vacciniifoliae,Golden Oak Apple Gall Wasp,Hymenoptera,Cynipidae
5/23/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
5/24/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/24/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
5/24/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/24/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/25/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/26/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/26/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
5/27/2021,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
5/27/2021,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
5/27/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/27/2021,Anthocharis sara,Sara Orangetip,Lepidoptera,Pieridae
5/27/2021,Icaricia icarioides,Boisduval's Blue,Lepidoptera,Lycaenidae
5/27/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
5/27/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/27/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/27/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
5/27/2021,Epargyreus clarus,Silver-spotted Skipper,Lepidoptera,Hesperiidae
5/27/2021,Epargyreus clarus,Silver-spotted Skipper,Lepidoptera,Hesperiidae
5/27/2021,Anthocharis sara,Sara Orangetip,Lepidoptera,Pieridae
5/27/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/27/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/27/2021,Anthocharis sara,Sara Orangetip,Lepidoptera,Pieridae
5/27/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
5/28/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/28/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
5/28/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/28/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/29/2021,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
5/29/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/29/2021,Apiomerus californicus,California Bee Assassin,Hemiptera,Reduviidae
5/29/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/29/2021,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
5/30/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/30/2021,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
5/30/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/31/2021,Antheraea polyphemus,Polyphemus Moth,Lepidoptera,Saturniidae
5/31/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/31/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/31/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/31/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/31/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/1/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/1/2021,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/1/2021,Polycaon stoutii,Stout's Hardwood Borer,Coleoptera,Bostrichidae
6/1/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/1/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/1/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
6/1/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/2/2021,Monochamus clamator,Spotted Pine Sawyer,Coleoptera,Cerambycidae
6/2/2021,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
6/2/2021,Neacoryphus bicrucis,White-crossed Seed Bug,Hemiptera,Lygaeidae
6/2/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/3/2021,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae
6/3/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/3/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/3/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/3/2021,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/3/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/4/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/4/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/4/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/4/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/5/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/5/2021,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/5/2021,Toxoleptura vexatrix,,Coleoptera,Cerambycidae
6/5/2021,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
6/5/2021,Monochamus clamator,Spotted Pine Sawyer,Coleoptera,Cerambycidae
6/5/2021,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/6/2021,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
6/6/2021,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
6/6/2021,Lygaeus kalmii kalmii,Western Small Milkweed Bug,Hemiptera,Lygaeidae
6/6/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/6/2021,Vespula sulphurea,California Yellowjacket,Hymenoptera,Vespidae
6/6/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/7/2021,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
6/7/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/7/2021,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/8/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/8/2021,Omus californicus,California Night-stalking Tiger Beetle,Coleoptera,Carabidae
6/8/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/8/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/9/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/9/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/9/2021,Holorusia hespera,Giant Western Crane Fly,Diptera,Tipulidae
6/9/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/9/2021,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/9/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/10/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/10/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/10/2021,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
6/10/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/10/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/11/2021,Vespula pensylvanica,Western Yellowjacket,Hymenoptera,Vespidae
6/11/2021,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
6/11/2021,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae
6/11/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/11/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/11/2021,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
6/12/2021,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/12/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/12/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/12/2021,Icaricia icarioides,Boisduval's Blue,Lepidoptera,Lycaenidae
6/12/2021,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/12/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/13/2021,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/14/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
6/14/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/14/2021,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/14/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/14/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
6/15/2021,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Coleoptera,Carabidae
6/15/2021,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Coleoptera,Carabidae
6/16/2021,Neacoryphus bicrucis,White-crossed Seed Bug,Hemiptera,Lygaeidae
6/16/2021,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/16/2021,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
6/16/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
6/16/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
6/16/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/16/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/17/2021,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/17/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/17/2021,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
6/17/2021,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
6/17/2021,Epicauta puncticollis,,Coleoptera,Meloidae
6/17/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
6/17/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/17/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/18/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/18/2021,Apiomerus californicus,California Bee Assassin,Hemiptera,Reduviidae
6/18/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/19/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/19/2021,Chalcoela iphitalis,Sooty-winged Chalcoela Moth,Lepidoptera,Crambidae
6/19/2021,Chlosyne hoffmanni,Hoffmann's Checkerspot,Lepidoptera,Nymphalidae
6/19/2021,Bombus kirbiellus,Golden-belted Bumble Bee,Hymenoptera,Apidae
6/19/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/20/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/20/2021,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
6/20/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/21/2021,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
6/21/2021,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
6/21/2021,Bombylius lancifer,,Diptera,Bombyliidae
6/21/2021,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/21/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/21/2021,Chlosyne hoffmanni,Hoffmann's Checkerspot,Lepidoptera,Nymphalidae
6/21/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/21/2021,Icaricia icarioides,Boisduval's Blue,Lepidoptera,Lycaenidae
6/21/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/22/2021,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/23/2021,Hesperapis regularis,Clarkia Evening Bee,Hymenoptera,Melittidae
6/23/2021,Orgyia vetusta,Western Tussock Moth,Lepidoptera,Erebidae
6/23/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/23/2021,Cordulegaster dorsalis,Pacific Spiketail,Odonata,Cordulegastridae
6/24/2021,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/24/2021,Euphilotes battoides,Square-spotted Blue,Lepidoptera,Lycaenidae
6/24/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
6/24/2021,Parnassius behrii,Sierra Nevada Parnassian,Lepidoptera,Papilionidae
6/24/2021,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/24/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/25/2021,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/25/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/26/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/27/2021,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/29/2021,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/29/2021,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/30/2021,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/30/2021,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
7/1/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/1/2021,Chlosyne hoffmanni,Hoffmann's Checkerspot,Lepidoptera,Nymphalidae
7/2/2021,Cratypedes lateritius,Nevada Red-winged Grasshopper,Orthoptera,Acrididae
7/2/2021,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
7/2/2021,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Coleoptera,Carabidae
7/2/2021,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
7/2/2021,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/2/2021,Diadasia nigrifrons,Black-fronted turret bee,Hymenoptera,Apidae
7/2/2021,Polyphylla decemlineata,Ten-lined June Beetle,Coleoptera,Scarabaeidae
7/3/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/3/2021,Plebejus anna,Anna's Blue,Lepidoptera,Lycaenidae
7/3/2021,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/4/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/4/2021,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
7/4/2021,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
7/4/2021,Chlosyne hoffmanni,Hoffmann's Checkerspot,Lepidoptera,Nymphalidae
7/5/2021,Blera scitula,Western Wood Fly,Diptera,Syrphidae
7/5/2021,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
7/6/2021,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/6/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/6/2021,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
7/6/2021,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
7/6/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/8/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/8/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/8/2021,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/8/2021,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/8/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/8/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/8/2021,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/8/2021,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/8/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/8/2021,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/8/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
